	IDNPROCEEDING	IDNCASE	OSC_DATE	INPUT_DATE	BASE_CITY_CODE	HEARING_LOC_CODE	IJ_CODE	TRANS_IN_DATE	PREV_HEARING_LOC	PREV_HEARING_BASE	PREV_IJ_CODE	TRANS_NBR	HEARING_DATE	HEARING_TIME	DEC_TYPE	DEC_CODE	DEPORTED_1	DEPORTED_2	OTHER_COMP	APPEAL_RSVD	APPEAL_NOT_FILED	COMP_DATE	ABSENTIA	VENUE_CHG_GRANTED	TRANSFER_TO	DATE_APPEAL_DUE_STATUS	TRANSFER_STATUS	CUSTODY	CASE_TYPE	NAT	LANG	SCHEDULED_HEAR_LOC	CORRECTIONAL_FAC	CRIM_IND	IHP	AGGRAVATE_FELON	DATE_DETAINED	DATE_RELEASED
12840	8692810	8916757	2019-05-05 00:00:00.000	2019-06-13 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12841	8692811	8916758	2019-05-05 00:00:00.000	2019-05-16 00:00:00.000	SND	CIX	LOC						2019-06-25 00:00:00.000	1230.0	W	T						2019-06-25 00:00:00.000	Y			2019-07-25 00:00:00.000		N	RMV	HO	SP			N		0.0		
12842	8692812	8916759	2019-05-05 00:00:00.000	2019-05-16 00:00:00.000	SND	CIX	LOC						2019-06-25 00:00:00.000	1230.0	W	T						2019-06-25 00:00:00.000	Y			2019-07-25 00:00:00.000		N	RMV	HO	SP			N		0.0		
12843	8692813	8916760	2019-05-06 00:00:00.000	2019-05-16 00:00:00.000	SND	CIX	JLR						2019-07-08 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12844	8692814	8916761	2019-05-06 00:00:00.000	2019-05-16 00:00:00.000	SND	CIX	JLR						2019-07-08 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12845	8692818	8916765	2019-05-05 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	GT	CNM			N		0.0		
12846	8692819	8916766	2019-05-05 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	GT	CNM			N		0.0		
12847	8692821	8916768	2019-05-05 00:00:00.000	2019-06-06 00:00:00.000	SND	CIX	SS2						2019-06-12 00:00:00.000	1230.0	W	T						2019-06-12 00:00:00.000	Y			2019-07-12 00:00:00.000		N	RMV	GT	SP			N		0.0		
12848	8692822	8916769	2019-05-05 00:00:00.000	2019-06-06 00:00:00.000	SND	CIX	SS2						2019-06-12 00:00:00.000	1230.0	W	T						2019-06-12 00:00:00.000	Y			2019-07-12 00:00:00.000		N	RMV	GT	SP			N		0.0		
12849	8692872	8916818	2019-05-07 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	Y			2019-07-15 00:00:00.000		N	RMV	HO	SP			N		0.0		
12850	8692874	8916820	2019-05-07 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	Y			2019-07-15 00:00:00.000		N	RMV	HO	SP			N		0.0		
12851	8692876	8916822	2019-05-06 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	BAR						2019-06-19 00:00:00.000	1230.0	O	T						2019-06-19 00:00:00.000	N			2019-07-19 00:00:00.000		N	RMV	GT	SP			N		0.0		
12852	8692877	8916823	2019-05-06 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	LOC						2019-06-25 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12853	8692878	8916824	2019-05-06 00:00:00.000	2019-05-16 00:00:00.000	SND	CIX	JLR						2019-07-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12854	8692883	8916829	2019-05-06 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	LOC						2019-06-25 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12855	8693036	8916981	2019-05-06 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12856	8693920	8917648	2019-05-07 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12857	8693966	8917682	2019-05-07 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12858	8694000	8917711	2019-05-07 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12859	8694035	8917738	2019-05-06 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12860	8696333	8919534	2019-05-07 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12861	8696349	8919550	2019-05-08 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	Y			2019-07-15 00:00:00.000		N	RMV	HO	SP			N		0.0		
12862	8696395	8919594	2019-05-07 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12863	8696187	8919388	2019-05-07 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12864	8696188	8919389	2019-05-07 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12865	8696189	8919390	2019-05-06 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12866	8696190	8919391	2019-05-06 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12867	8696192	8919393	2019-05-06 00:00:00.000	2019-05-28 00:00:00.000	SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12868	8696193	8919394	2019-05-06 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12869	8696194	8919395	2019-05-07 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12870	8696195	8919396	2019-05-07 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12871	8696196	8919397	2019-05-07 00:00:00.000	2019-05-31 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	HO	SP			N		0.0		
12872	8696197	8919398	2019-05-07 00:00:00.000	2019-05-31 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	HO	SP			N		0.0		
12873	8696198	8919399	2019-05-06 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12874	8696199	8919400	2019-05-06 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12875	8696267	8919468	2019-05-06 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	Y			2019-07-15 00:00:00.000		N	RMV	GT	SP			N		0.0		
12876	8696289	8919490	2019-05-07 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12877	8696292	8919493	2019-05-07 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12878	8696323	8919524	2019-05-07 00:00:00.000	2019-06-13 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	ES	SP			N		0.0		
12879	8699170	8921546	2019-05-07 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12880	8699175	8921550	2019-05-07 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12881	8699194	8921565	2019-05-07 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12882	8699205	8921576	2019-05-07 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12883	8699218	8921589	2019-05-08 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12884	8699221	8921592	2019-05-08 00:00:00.000	2019-06-05 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12885	8699223	8921594	2019-05-07 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12886	8699224	8921595	2019-05-07 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12887	8699225	8921596	2019-05-07 00:00:00.000	2019-06-13 17:13:28.867	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12888	8699226	8921597	2019-05-07 00:00:00.000	2019-06-13 17:17:16.870	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12889	8699227	8921598	2019-05-07 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12890	8699228	8921599	2019-05-07 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12891	8699229	8921600	2019-05-08 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12892	8699230	8921601	2019-05-08 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12893	8699234	8921605	2019-05-08 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12894	8699247	8921618	2019-05-08 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12895	8699252	8921623	2019-05-08 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12896	8699253	8921624	2019-05-08 00:00:00.000	2019-06-13 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12897	8699254	8921625	2019-05-08 00:00:00.000	2019-06-13 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12898	8699255	8921626	2019-05-08 00:00:00.000	2019-05-28 00:00:00.000	SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12899	8699256	8921627	2019-05-08 00:00:00.000	2019-05-28 00:00:00.000	SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12900	8729785	8944924	2019-05-21 00:00:00.000		SND	CIX	OEA						2019-07-16 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12901	8729795	8944929	2019-05-21 00:00:00.000		SND	CIX	PSL						2019-07-31 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12902	8729775	8944918	2019-05-21 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12903	8729807	8944934	2019-05-21 00:00:00.000		SND	CIX	SS2						2019-09-04 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12904	8729831	8944951	2019-05-21 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12905	8729833	8944953	2019-05-21 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12906	8729835	8944954	2019-05-21 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12907	8729836	8944955	2019-05-21 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12908	8729841	8944959	2019-05-21 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12909	8729846	8944964	2019-05-21 00:00:00.000		SND	CIX	SS2						2019-09-04 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12910	8729847	8944965	2019-05-21 00:00:00.000		SND	CIX	SS2						2019-09-04 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12911	8729848	8944966	2019-05-22 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12912	8702286	8923815	2019-05-08 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12913	8702292	8923820	2019-05-08 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12914	8702293	8923821	2019-05-08 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12915	8702295	8923823	2019-05-08 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12916	8702296	8923824	2019-05-08 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12917	8702298	8923826	2019-05-09 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	N			2019-07-15 00:00:00.000		N	RMV	GT	SP			N		0.0		
12918	8702299	8923827	2019-05-09 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	N			2019-07-15 00:00:00.000		N	RMV	GT	SP			N		0.0		
12919	8702300	8923828	2019-05-08 00:00:00.000	2019-05-28 00:00:00.000	SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12920	8702301	8923829	2019-05-09 00:00:00.000	2019-05-28 00:00:00.000	SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12921	8702302	8923830	2019-05-09 00:00:00.000	2019-05-28 00:00:00.000	SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12922	8702306	8923834	2019-05-08 00:00:00.000	2019-06-12 21:30:12.503	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12923	8702308	8923835	2019-05-08 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12924	8702309	8923836	2019-05-08 00:00:00.000	2019-06-12 21:33:02.500	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12925	8702310	8923837	2019-05-08 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12926	8702311	8923838	2019-05-09 00:00:00.000	2019-05-09 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12927	8702312	8923839	2019-05-08 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12928	8702759	8924213	2019-05-09 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	N			2019-07-15 00:00:00.000		N	RMV	GT	SPS			N		0.0		
12929	8702314	8923841	2019-05-08 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12930	8702318	8923845	2019-05-08 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12931	8702319	8923846	2019-05-08 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12932	8702320	8923847	2019-05-09 00:00:00.000	2019-05-29 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	GT	SP			N		0.0		
12933	8702321	8923848	2019-05-09 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12934	8702322	8923849	2019-05-09 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12935	8702323	8923850	2019-05-09 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12936	8702324	8923851	2019-05-08 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12937	8702325	8923852	2019-05-08 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12938	8702333	8923860	2019-05-08 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12939	8702335	8923862	2019-05-08 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12940	8702337	8923864	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12941	8702338	8923865	2019-05-09 00:00:00.000	2019-06-12 22:19:21.433	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12942	8702339	8923866	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12943	8702340	8923867	2019-05-09 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12944	8702341	8923868	2019-05-09 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12945	8702342	8923869	2019-05-09 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12946	8702343	8923870	2019-05-09 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12947	8702780	8924230	2019-05-09 00:00:00.000	2019-05-30 00:00:00.000	SND	CIX	JDV						2019-06-13 00:00:00.000	1230.0	W	T						2019-06-13 00:00:00.000	N			2019-07-15 00:00:00.000		N	RMV	GT	SP			N		0.0		
12948	8702371	8923898	2019-05-09 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12949	8702814	8924253	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12950	8702392	8923919	2019-05-09 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	CAB						2019-06-18 00:00:00.000	1230.0	O	T						2019-06-18 00:00:00.000	Y			2019-07-18 00:00:00.000		N	RMV	HO	SP			N		0.0		
12951	8702842	8924274	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12952	8702429	8923955	2019-05-09 00:00:00.000		SND	CIX	JLR						2019-07-22 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12953	8702520	8924025	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12954	8711816	8931225	2019-05-16 00:00:00.000	2019-05-20 00:00:00.000	SND	CIX	CAB						2019-07-02 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12955	8729849	8944967	2019-05-22 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12956	8729850	8944968	2019-05-21 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12957	8729851	8944969	2019-05-21 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12958	8729852	8944970	2019-05-21 00:00:00.000		SND	CIX	JLR						2019-08-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12959	8729853	8944971	2019-05-21 00:00:00.000		SND	CIX	JLR						2019-08-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12960	8729854	8944972	2019-05-21 00:00:00.000		SND	CIX	OEA						2019-07-16 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12961	8729855	8944973	2019-05-21 00:00:00.000		SND	CIX	OEA						2019-07-16 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12962	8729856	8944974	2019-05-21 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12963	8729857	8944975	2019-05-21 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12964	8729861	8944979	2019-05-21 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12965	8729862	8944980	2019-05-21 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12966	8729863	8944981	2019-05-21 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	LOC						2019-08-06 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12967	8729864	8944982	2019-05-22 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
12968	8729865	8944983	2019-05-21 00:00:00.000		SND	CIX	JLR						2019-08-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12969	8729867	8944985	2019-05-21 00:00:00.000		SND	CIX	JLR						2019-08-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12970	8729870	8944988	2019-05-22 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12971	8702560	8924059	2019-05-09 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	ZZD						2019-07-09 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12972	8729913	8945031	2019-05-22 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12973	8729914	8945032	2019-05-22 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12974	8729919	8945037	2019-05-22 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12975	8729922	8945040	2019-05-22 00:00:00.000		SND	CIX	JDV						2019-08-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12976	8729927	8945045	2019-05-22 00:00:00.000		SND	CIX	PSL						2019-07-31 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12977	8729929	8945047	2019-05-22 00:00:00.000		SND	CIX	PSL						2019-07-31 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12978	8729933	8945051	2019-05-22 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12979	8729936	8945054	2019-05-22 00:00:00.000		SND	CIX	JLR						2019-08-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12980	8729939	8945057	2019-05-22 00:00:00.000		SND	CIX	JCL						2019-08-29 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12981	8729940	8945058	2019-05-22 00:00:00.000		SND	CIX	JLR						2019-08-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
12982	8702646	8924127	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	CAB						2019-07-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12983	8704862	8925694	2019-05-09 00:00:00.000	2019-06-26 00:00:00.000	SND	CIX	PSL						2019-07-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12984	8702666	8924143	2019-05-09 00:00:00.000	2019-06-26 17:23:22.383	SND	CIX	CAB						2019-07-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12985	8704877	8925706	2019-05-09 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12986	8704878	8925707	2019-05-10 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	CAB						2019-07-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12987	8704895	8925722	2019-05-10 00:00:00.000	2019-05-17 00:00:00.000	SND	CIX	CAB						2019-07-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
12988	8704896	8925723	2019-05-09 00:00:00.000		SND	CIX	SS2						2019-07-24 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
